name,state,cdate
A/Brisbane/1097/2017|EPI_ISL_299639|QLD|2017-03-10,QLD,2017-03-10
A/Sydney/224/2017|EPI_ISL_299607|NSW|2017-12-04,NSW,2017-12-04
A/Perth/329/2017|EPI_ISL_293832|WA|2017-10-14,WA,2017-10-14
A/Victoria/899/2017|EPI_ISL_293815|VIC|2017-10-11,VIC,2017-10-11
A/Brisbane/185/2017|EPI_ISL_293799|QLD|2017-10-30,QLD,2017-10-30
A/Tasmania/69/2017|EPI_ISL_293788|TAS|2017-10-23,TAS,2017-10-23
A/Victoria/192/2017|EPI_ISL_293781|VIC|2017-09-07,VIC,2017-09-07
A/Victoria/943/2017|EPI_ISL_293773|VIC|2017-09-20,VIC,2017-09-20
A/Victoria/201/2017|EPI_ISL_293770|VIC|2017-09-15,VIC,2017-09-15
A/Perth/225/2017|EPI_ISL_293765|WA|2017-09-06,WA,2017-09-06
A/Victoria/893/2017|EPI_ISL_291362|VIC|2017-10-04,VIC,2017-10-04
A/Victoria/208/2017|EPI_ISL_291354|VIC|2017-09-21,VIC,2017-09-21
A/Victoria/871/2017|EPI_ISL_291353|VIC|2017-09-22,VIC,2017-09-22
A/SouthAustralia/246/2017|EPI_ISL_291337|SA|2017-09-05,SA,2017-09-05
A/Victoria/870/2017|EPI_ISL_291317|VIC|2017-09-21,VIC,2017-09-21
A/Victoria/746/2017|EPI_ISL_291277|VIC|2017-09-09,VIC,2017-09-09
A/Victoria/624/2017|EPI_ISL_291271|VIC|2017-08-11,VIC,2017-08-11
A/Victoria/745/2017|EPI_ISL_289911|VIC|2017-09-09,VIC,2017-09-09
